manager	slot	info	opponent	gametime	player.rank	prev.pts.total	prev.pts.avg	prev.pts.last	proj.pts	opp.rank	pct.start	pct.own	pct.own.change	starting	starter.pts	bench.pts	nfl.week	matchup.id
Rachel Newell	QB	Russell Wilson, Sea<U+00A0>QB	@SF	W 20-3	10	100.4	16.7	18.9	18.9	29	76.5	99.1	-0.5	Starter	18.9	0	7	4
Rachel Newell	RB	Adrian Peterson, Min<U+00A0>RB<U+00A0><U+00A0>Q	@Det	Sun 1:00	7	68.1	13.6	5.7	15.7	26	98.9	100	0	Starter	15.7	0	7	4
Rachel Newell	RB	Chris Ivory, NYJ<U+00A0>RB	@NE	Sun 1:00	4	76.2	15.2	25.6	13	6	89.2	96.3	1.3	Starter	13	0	7	4
Rachel Newell	WR	Brandon Marshall, NYJ<U+00A0>WR<U+00A0><U+00A0>P	@NE	Sun 1:00	10	71.1	14.2	15.1	11.2	25	92.8	98.1	0.3	Starter	11.2	0	7	4
Rachel Newell	WR	Allen Robinson, Jax<U+00A0>WR<U+00A0><U+00A0>P	Buf	Sun 9:30 AM	5	78.8	13.1	14.6	10.7	22	83.1	94.3	1.1	Starter	10.7	0	7	4
Rachel Newell	TE	Charles Clay, Buf<U+00A0>TE	@Jax	Sun 9:30 AM	7	44.4	7.4	6.2	6.2	19	46.9	73.4	3.6	Starter	6.2	0	7	4
Rachel Newell	FLEX	Todd Gurley, StL<U+00A0>RB	Cle	Sun 1:00	45	33.4	6.7	NA	17.9	28	91.7	98	1.6	Starter	17.9	0	7	4
Rachel Newell	D/ST	Panthers D/ST<U+00A0>D/ST	Phi	Sun 8:30	7	49	9.8	4	8.6	16	68.7	85.4	12.9	Starter	8.6	0	7	4
Rachel Newell	K	Chandler Catanzaro, Ari<U+00A0>K	Bal	Mon 8:30	7	52	8.7	6	8.1	32	55.8	59.3	17.7	Starter	8.1	0	7	4
Rachel Newell	Bench	Dez Bryant*, Dal<U+00A0>WR<U+00A0><U+00A0>O	@NYG	Sun 4:25	138	4.8	1	NA	0	13	1	94.4	0.6	Bench	0	0	7	4
Rachel Newell	Bench	Randall Cobb, GB<U+00A0>WR<U+00A0><U+00A0>P	** BYE **		60.2	10	3.8	NA	NA	5	99.3	-0.5	NA	Bench	0	NA	7	4
Rachel Newell	Bench	Jonathan Stewart, Car<U+00A0>RB	Phi	Sun 8:30	28	44.8	9	20.6	9.4	2	64.1	92.5	5.6	Bench	0	9.4	7	4
Rachel Newell	Bench	T.J. Yeldon, Jax<U+00A0>RB<U+00A0><U+00A0>Q	Buf	Sun 9:30 AM	32	42.4	7.1	0	8.7	14	34.2	91	-2.1	Bench	0	8.7	7	4
Rachel Newell	Bench	Matthew Stafford, Det<U+00A0>QB	Min	Sun 1:00	16	89.5	14.9	33.9	17.8	5	50	76	15	Bench	0	17.8	7	4
Rachel Newell	Bench	Tyler Eifert, Cin<U+00A0>TE	** BYE **		70.2	11.7	9	NA	NA	5.2	93.7	-0.7	NA	Bench	0	NA	7	4
Rachel Newell	Bench	Ravens D/ST<U+00A0>D/ST	@Ari	Mon 8:30	25	22	3.7	2	3.6	2	29.6	49.4	-20.3	Bench	0	3.6	7	4
Rachel Newell	IR	<U+00A0>			NA	NA	NA	NA	NA	NA	NA	NA	NA	Bench	0	NA	7	4
Patrick Gowey	QB	Philip Rivers, SD<U+00A0>QB	Oak	Sun 4:05	4	118.9	19.8	28.1	19.6	16	77.7	93.9	4.3	Starter	19.6	0	7	2
Patrick Gowey	RB	DeMarco Murray, Phi<U+00A0>RB	@Car	Sun 8:30	16	60.9	10.2	18.6	12.4	23	94.5	99.6	0	Starter	12.4	0	7	2
Patrick Gowey	RB	Dion Lewis, NE<U+00A0>RB<U+00A0><U+00A0>Q	NYJ	Sun 1:00	13	61.7	12.3	3.9	9.6	1	69.2	94.2	-0.5	Starter	9.6	0	7	2
Patrick Gowey	WR	T.Y. Hilton, Ind<U+00A0>WR	NO	Sun 1:00	25	51.6	8.6	13.4	9.9	12	90.5	98.9	0	Starter	9.9	0	7	2
Patrick Gowey	WR	Julian Edelman, NE<U+00A0>WR	NYJ	Sun 1:00	9	71.2	14.2	11.2	11	10	97.4	99.5	0.1	Starter	11	0	7	2
Patrick Gowey	TE	Greg Olsen, Car<U+00A0>TE	Phi	Sun 8:30	4	55.4	11.1	19.1	9.4	2	90	99.3	0.8	Starter	9.4	0	7	2
Patrick Gowey	FLEX	Jarvis Landry, Mia<U+00A0>WR	Hou	Sun 1:00	24	52.4	10.5	12.6	9.8	17	75.9	93.2	1.3	Starter	9.8	0	7	2
Patrick Gowey	D/ST	Redskins D/ST<U+00A0>D/ST	TB	Sun 1:00	9	41	6.8	8	7	25	32.1	34.8	29	Starter	7	0	7	2
Patrick Gowey	K	Stephen Gostkowski, NE<U+00A0>K	NYJ	Sun 1:00	2	66	13.2	11	8.5	2	96.6	99.5	0.5	Starter	8.5	0	7	2
Patrick Gowey	Bench	Demaryius Thomas, Den<U+00A0>WR	** BYE **		56.7	9.5	11.1	NA	NA	5	99.9	0	NA	Bench	0	NA	7	2
Patrick Gowey	Bench	Aaron Rodgers, GB<U+00A0>QB	** BYE **		131.6	21.9	19.6	NA	NA	6.1	99.9	0	NA	Bench	0	NA	7	2
Patrick Gowey	Bench	Joseph Randle, Dal<U+00A0>RB	@NYG	Sun 4:25	14	61.6	12.3	NA	7.5	24	41.1	93.6	-2.1	Bench	0	7.5	7	2
Patrick Gowey	Bench	James Jones, GB<U+00A0>WR	** BYE **		78.4	13.1	9	NA	NA	3	93.1	-0.6	NA	Bench	0	NA	7	2
Patrick Gowey	Bench	Danny Woodhead, SD<U+00A0>RB	Oak	Sun 4:05	15	61.4	10.2	7.1	8.6	10	59.6	85.1	1.6	Bench	0	8.6	7	2
Patrick Gowey	Bench	Allen Hurns, Jax<U+00A0>WR<U+00A0><U+00A0>P	Buf	Sun 9:30 AM	15	68	11.3	9	7.9	22	49.5	75.3	4.1	Bench	0	7.9	7	2
Patrick Gowey	Bench	Gary Barnidge, Cle<U+00A0>TE<U+00A0><U+00A0>P	@StL	Sun 1:00	2	71.3	11.9	15.9	6.2	9	62.8	79.8	11.5	Bench	0	6.2	7	2
Patrick Gowey	IR	<U+00A0>			NA	NA	NA	NA	NA	NA	NA	NA	NA	Bench	0	NA	7	2
J Carbonetti	QB	Andrew Luck, Ind<U+00A0>QB	NO	Sun 1:00	27	70.6	11.8	28	22	31	84.1	99.8	0.1	Starter	22	0	7	1
J Carbonetti	RB	Marshawn Lynch, Sea<U+00A0>RB<U+00A0><U+00A0>P	@SF	W 20-3	49	32.3	5.4	11.4	13.4	25	94.7	99.6	0.1	Starter	13.4	0	7	1
J Carbonetti	RB	Mark Ingram, NO<U+00A0>RB	@Ind	Sun 1:00	5	75.7	12.6	17.6	11.4	20	93.5	99.2	0.1	Starter	11.4	0	7	1
J Carbonetti	WR	Steve Smith Sr., Bal<U+00A0>WR	@Ari	Mon 8:30	13	69	11.5	19.7	8.8	18	72.6	92.1	4.2	Starter	8.8	0	7	1
J Carbonetti	WR	Stefon Diggs, Min<U+00A0>WR	@Det	Sun 1:00	72	21.6	4.3	12.9	6.2	24	21.6	41.4	39.2	Starter	6.2	0	7	1
J Carbonetti	TE	Delanie Walker, Ten<U+00A0>TE	Atl	Sun 1:00	15	30.4	6.1	9.7	7.5	26	58.4	78.4	6.9	Starter	7.5	0	7	1
J Carbonetti	FLEX	Justin Forsett, Bal<U+00A0>RB	@Ari	Mon 8:30	11	64.6	10.8	10.1	12.6	5	87	98.9	-0.1	Starter	12.6	0	7	1
J Carbonetti	D/ST	Bills D/ST<U+00A0>D/ST	@Jax	Sun 9:30 AM	20	30	5	-2	9.4	30	82.6	95	1.8	Starter	9.4	0	7	1
J Carbonetti	K	Justin Tucker, Bal<U+00A0>K	@Ari	Mon 8:30	6	57	9.5	7	8	27	92	96.3	-0.2	Starter	8	0	7	1
J Carbonetti	Bench	Emmanuel Sanders, Den<U+00A0>WR<U+00A0><U+00A0>Q	** BYE **		70.7	11.8	16.9	NA	NA	5.1	99.5	-0.3	NA	Bench	0	NA	7	1
J Carbonetti	Bench	Tom Brady, NE<U+00A0>QB	NYJ	Sun 1:00	3	126.4	25.3	22.5	19.5	2	94.9	99.5	0	Bench	0	19.5	7	1
J Carbonetti	Bench	Cardinals D/ST<U+00A0>D/ST	Bal	Mon 8:30	2	62	10.3	1	8.7	7	87.9	95.4	0.6	Bench	0	8.7	7	1
