manager	slot	info	opponent	gametime	player.rank	prev.pts.total	prev.pts.avg	prev.pts.last	proj.pts	opp.rank	pct.start	pct.own	pct.own.change	starting	starter.pts	bench.pts	nfl.week	matchup.id
Andrew Phares	QB	Matt Ryan, Atl<U+00A0>QB	@Dal	Sun 1:00	12	35	17.5	18.4	17	2	68.4	96.1	-0.1	Starter	17	0	3	4
Andrew Phares	RB	Adrian Peterson, Min<U+00A0>RB	SD	Sun 1:00	14	22.4	11.2	17.2	15.7	28	99.5	99.9	0	Starter	15.7	0	3	4
Andrew Phares	RB	Jeremy Hill, Cin<U+00A0>RB	@Bal	Sun 1:00	21	18.4	9.2	0.1	10.5	8	95.5	99.9	0	Starter	10.5	0	3	4
Andrew Phares	WR	A.J. Green, Cin<U+00A0>WR<U+00A0><U+00A0>Q	@Bal	Sun 1:00	33	16.8	8.4	10.5	10.9	29	98.4	99.9	0	Starter	10.9	0	3	4
Andrew Phares	WR	Amari Cooper, Oak<U+00A0>WR	@Cle	Sun 1:00	18	21.6	10.8	16.9	8.2	24	66.8	97.2	-0.1	Starter	8.2	0	3	4
Andrew Phares	TE	Tyler Eifert, Cin<U+00A0>TE	@Bal	Sun 1:00	2	33.3	16.7	10.9	7	1	67.6	86.8	16.2	Starter	7	0	3	4
Andrew Phares	FLEX	Jordan Reed, Wsh<U+00A0>TE	@NYG	Thu 8:25	8	20.5	10.3	8.2	6.2	30	28.7	53.3	14.4	Starter	6.2	0	3	4
Andrew Phares	D/ST	Jets D/ST<U+00A0>D/ST	Phi	Sun 1:00	2	29	14.5	13	6.5	29	64	88.6	0.6	Starter	6.5	0	3	4
Andrew Phares	K	Matt Bryant, Atl<U+00A0>K	@Dal	Sun 1:00	5	24	12	7	8.3	26	81.4	88.1	1	Starter	8.3	0	3	4
Andrew Phares	Bench	Andre Johnson, Ind<U+00A0>WR<U+00A0><U+00A0>P	@Ten	Sun 1:00	84	5.1	2.6	2.7	7.3	17	47.5	92.2	-4	Bench	0	7.3	3	4
Andrew Phares	Bench	Tevin Coleman, Atl<U+00A0>RB<U+00A0><U+00A0>D	@Dal	Sun 1:00	22	17.2	8.6	9.2	0	9	26.3	84.7	-2.3	Bench	0	0	3	4
Andrew Phares	Bench	Torrey Smith, SF<U+00A0>WR	@Ari	Sun 4:05	21	21.1	10.6	20	6.6	18	20.1	78.1	-3.5	Bench	0	6.6	3	4
Andrew Phares	Bench	Philip Rivers, SD<U+00A0>QB	@Min	Sun 1:00	13	34.1	17	14.1	16.1	12	34.9	84.8	0.6	Bench	0	16.1	3	4
Andrew Phares	Bench	James Jones, GB<U+00A0>WR	KC	Mon 8:30	12	26	13	8.9	7.2	32	42.1	82.9	13.5	Bench	0	7.2	3	4
Andrew Phares	Bench	DeAngelo Williams, Pit<U+00A0>RB	@StL	Sun 1:00	1	40.4	20.2	27.2	3.8	27	35.1	79	5.1	Bench	0	3.8	3	4
Andrew Phares	IR	<U+00A0>			NA	NA	NA	NA	NA	NA	NA	NA	NA	Bench	0	NA	3	4
Kelly  Steinbrecher	QB	Russell Wilson, Sea<U+00A0>QB	Chi	Sun 4:25	10	37.2	18.6	22	19.5	28	80.6	99.8	0	Starter	19.5	0	3	4
Kelly  Steinbrecher	RB	Jamaal Charles, KC<U+00A0>RB	@GB	Mon 8:30	5	31	15.5	14.7	13.2	17	99.5	100	0	Starter	13.2	0	3	4
Kelly  Steinbrecher	RB	Devonta Freeman, Atl<U+00A0>RB	@Dal	Sun 1:00	25	16.6	8.3	11.9	11.5	9	20.1	70.1	0.2	Starter	11.5	0	3	4
